,Route,Ward,District,Price,Type Of New,Type Of Estate,Owned,Legal,Square,Width,Length,Floors,Bedrooms,Direction,Road,DinningRoom,Kitchen,Terrace,Garage
469,Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,6800000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,138.0,6.1715045871559635,22.36083568457575,3.0,4.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
470,Đường Triệu Nữ Vương, Phường Hải Châu II, Quận Hải Châu,20000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,123.0,6.1715045871559635,19.93031006668708,5.0,7.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
471,Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn,19600000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,140.0,6.1715045871559635,22.684905766960906,1.0,2.0,Missing value,7.0,Missing value,Missing value,Missing value,Missing value
472,Đường Hồ Huân Nghiệp, Phường Mỹ An, Quận Ngũ Hành Sơn,9500000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,135.0,7.0,20.0,3.0,5.0,Missing value,6.0,Missing value,Missing value,Missing value,Missing value
473,Đường Triệu Quốc Đạt, Phường Khuê Trung, Quận Cẩm Lệ,3900000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,100.0,6.1715045871559635,16.20350411925779,2.7620345140781106,4.425570776255708,Missing value,7.0,Missing value,Missing value,Missing value,Missing value
474,Đường Nguyễn Cao, Phường Thanh Khê Tây, Quận Thanh Khê,3900000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,67.0,6.1715045871559635,10.85634775990272,2.0,3.0,Missing value,7.0,Missing value,Missing value,Missing value,Missing value
475,Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ,9100000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,158.0,8.3,20.0,2.7620345140781106,4.425570776255708,Tây Nam,10.0,Missing value,Missing value,Missing value,Missing value
476,Đường Cồn Dầu 7, Phường Hòa Xuân, Quận Cẩm Lệ,3180000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,5.0,Missing value,Missing value,Missing value,Missing value
477,Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,11900000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,67.0,6.1715045871559635,10.85634775990272,3.0,4.0,Missing value,7.0,Missing value,Missing value,Missing value,Missing value
478,Đường Phan Thao, Phường Hòa Xuân, Quận Cẩm Lệ,8200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,178.0,8.0,24.0,2.7620345140781106,4.425570776255708,Tây Nam,10.0,Missing value,Missing value,Missing value,Missing value
479,Đường Phù Đổng, Phường Hòa Xuân, Quận Cẩm Lệ,3060000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây,5.0,Missing value,Missing value,Missing value,Missing value
480,Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,12500000000.0,Cần bán,"Phòng trọ, nhà trọ",Missing value,Missing value,351.0,6.1715045871559635,56.87429945859484,5.0,18.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
481,Đường Triệu Nữ Vương, Phường Hải Châu II, Quận Hải Châu,20000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,55.0,6.55,16.0,5.0,11.0,Missing value,10.0,Missing value,Missing value,Missing value,Missing value
482,Đường Khương Hữu Dụng, Phường Hòa Xuân, Quận Cẩm Lệ,3550000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,115.0,5.0,23.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.0,Missing value,Missing value,Missing value,Missing value
483,Đường Tùng Lâm 8, Phường Hòa Xuân, Quận Cẩm Lệ,2650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây,5.0,Missing value,Missing value,Missing value,Missing value
484,Đường Cồn Dầu 7, Phường Hòa Xuân, Quận Cẩm Lệ,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,5.0,Missing value,Missing value,Missing value,Missing value
485,Đường Tôn Thất Dương Kỵ, Phường Hòa Xuân, Quận Cẩm Lệ,5950000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,3.0,3.0,Tây Nam,7.0,Missing value,Missing value,Missing value,Missing value
486,Đường Bình Thái 1, Phường Hòa Thọ Đông, Quận Cẩm Lệ,7000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,234.0,6.1715045871559635,37.91619963906323,1.0,3.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
487,Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn,13900000000.0,Cần bán,"Nhà hàng, khách sạn",Missing value,Missing value,99.0,6.1715045871559635,16.041469078065212,18.0,4.425570776255708,Missing value,6.0,Missing value,Missing value,Missing value,Missing value
488,Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê,4300000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,114.0,6.1715045871559635,18.47199469595388,1.0,2.0,Missing value,7.0,Missing value,Missing value,Missing value,Missing value
489,Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê,9200000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,60.0,6.1715045871559635,9.722102471554674,2.0,3.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
490,Đường Triệu Nữ Vương, Phường Hải Châu II, Quận Hải Châu,20000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,123.0,6.1715045871559635,19.93031006668708,5.0,7.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
491,Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,5000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,92.0,4.5,17.5,1.0,3.0,Missing value,7.5,Y,Y,Missing value,Missing value
492,Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ,2000000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,53.0,4.5,11.777777777777779,2.0,2.0,Nam,4.0,Y,Y,Y,Y
493,Đường Tiên Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu,6150000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,88.0,6.1715045871559635,14.259083624946856,2.7620345140781106,4.425570776255708,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
494,Đường Lương Ngọc Quyến, Phường Thanh Bình, Quận Hải Châu,13500000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,141.0,6.1715045871559635,22.846940808153484,2.0,3.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
495,Đường Cồn Dầu 7, Phường Hòa Xuân, Quận Cẩm Lệ,3180000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,5.0,Missing value,Missing value,Missing value,Missing value
496,Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu,5950000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,83.0,7.0,12.0,4.0,3.0,Đông Bắc,6.0,Missing value,Missing value,Missing value,Missing value
497,Đường Phan Thao, Phường Hòa Xuân, Quận Cẩm Lệ,8200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,178.0,8.0,24.0,2.7620345140781106,4.425570776255708,Tây Nam,10.0,Missing value,Missing value,Missing value,Missing value
498,Đường Trung Lương 2, Phường Hòa Xuân, Quận Cẩm Lệ,3180000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,5.0,Missing value,Missing value,Missing value,Missing value
499,Đường Lê Hiến Mai, Phường Hòa Minh, Quận Liên Chiểu,4500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,139.0,6.1715045871559635,22.52287072576833,2.7620345140781106,4.425570776255708,Missing value,7.0,Missing value,Missing value,Missing value,Missing value
500,Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ,4700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,102.0,5.0,22.0,2.0,2.0,Nam,10.0,Y,Y,Y,Y
501,Đường Nguyễn Thành Hãn, Phường Hòa Cường Nam, Quận Hải Châu,12000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,161.0,6.9,25.0,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
502,Đường Tùng Lâm 8, Phường Hòa Xuân, Quận Cẩm Lệ,2650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây,5.0,Missing value,Missing value,Missing value,Missing value
503,Đường Nguyễn Đình Thi, Phường Hòa Xuân, Quận Cẩm Lệ,16500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,300.0,12.0,25.0,2.7620345140781106,4.425570776255708,Đông Nam,7.0,Missing value,Missing value,Missing value,Missing value
504,Đường Cồn Dầu 7, Phường Hòa Xuân, Quận Cẩm Lệ,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,5.0,Missing value,Missing value,Missing value,Missing value
505,Đường Tôn Thất Dương Kỵ, Phường Hòa Xuân, Quận Cẩm Lệ,5950000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,3.0,3.0,Tây Nam,7.0,Missing value,Missing value,Missing value,Missing value
506,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,27500000000.0,Cần bán,"Nhà hàng, khách sạn",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,8.0,22.0,Missing value,25.0,Missing value,Missing value,Missing value,Missing value
507,Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,11700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,16.0,2.0,2.0,Bắc,11.0,Missing value,Missing value,Missing value,Missing value
508,Đường Tiên Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu,6150000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,88.0,6.1715045871559635,14.259083624946856,2.7620345140781106,4.425570776255708,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
509,Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,4700000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,143.0,5.5,26.0,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
510,Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu,5950000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,83.0,7.0,12.0,4.0,3.0,Đông Bắc,6.0,Missing value,Missing value,Missing value,Missing value
511,Đường Nhất Chi Mai, Phường Hòa Thọ Đông, Quận Cẩm Lệ,4900000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,125.0,5.0,25.0,2.0,3.0,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
512,Đường Phước Lý 17, Phường Hòa Minh, Quận Liên Chiểu,2450000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
513,Đường Bàu Mạc 15, Phường Hòa Khánh Bắc, Quận Liên Chiểu,3180000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
514,Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ,4700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,102.0,5.0,22.0,2.0,2.0,Nam,10.0,Y,Y,Y,Y
515,Đường Nguyễn Thành Hãn, Phường Hòa Cường Nam, Quận Hải Châu,12000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,161.0,6.9,25.0,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
516,Đường Bình Hòa 5, Phường Hòa Xuân, Quận Cẩm Lệ,6500000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,97.0,4.5,110.0,3.0,3.0,Bắc,3.5,Missing value,Missing value,Missing value,Missing value
517,Đường Tú Mỡ, Phường Hòa An, Quận Cẩm Lệ,6900000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,118.0,5.0,23.0,3.0,8.0,Tây Bắc,10.0,Missing value,Missing value,Missing value,Missing value
518,Đường Nguyễn Đức Thiệu, Phường Hòa Thọ Đông, Quận Cẩm Lệ,4250000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,142.0,5.0,22.0,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
519,Đường Phú Lộc 8, Phường Hòa Minh, Quận Liên Chiểu,3700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,75.0,5.0,15.0,2.0,2.0,Tây,5.5,Missing value,Missing value,Missing value,Missing value
520,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,27500000000.0,Cần bán,"Nhà hàng, khách sạn",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,8.0,22.0,Missing value,25.0,Missing value,Missing value,Missing value,Missing value
521,Đường Hàn Mạc Tử, Phường Thanh Bình, Quận Hải Châu,4900000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,62.0,4.0,16.0,2.0,2.0,Tây,5.5,Missing value,Missing value,Missing value,Missing value
522,Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,11700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,16.0,2.0,2.0,Bắc,11.0,Missing value,Missing value,Missing value,Missing value
523,Đường Bình Hòa 14, Phường Khuê Trung, Quận Cẩm Lệ,3750000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,79.0,5.0,16.0,3.0,3.0,Tây Nam,4.0,Missing value,Missing value,Missing value,Missing value
524,Đường Cẩm Bắc 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ,3100000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,78.0,6.0,13.0,2.7620345140781106,4.425570776255708,Đông,5.5,Missing value,Missing value,Missing value,Missing value
525,Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,4700000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,143.0,5.5,26.0,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
526,Đường Phước Lý 17, Phường Hòa Minh, Quận Liên Chiểu,2450000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
527,Đường Bàu Mạc 15, Phường Hòa Khánh Bắc, Quận Liên Chiểu,3180000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
528,Đường Bình Hòa 1, Phường Khuê Trung, Quận Cẩm Lệ,3300000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,59.0,5.0,11.0,2.0,2.0,Tây Nam,4.0,Missing value,Missing value,Missing value,Missing value
529,Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu,3490000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,85.0,5.0,17.0,2.7620345140781106,4.425570776255708,Đông,5.5,Missing value,Missing value,Missing value,Missing value
530,Đường Tôn Đức Thắng, Phường Hòa An, Quận Cẩm Lệ,2050000000.0,Cần bán,"Phòng trọ, nhà trọ",Missing value,Sổ hồng/ Sổ đỏ,67.0,5.0,14.0,1.0,5.0,Tây Nam,3.0,Missing value,Missing value,Missing value,Missing value
531,Đường Thích Phước Huệ, Phường Hòa Hải, Quận Ngũ Hành Sơn,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,132.0,5.0,26.0,2.7620345140781106,4.425570776255708,Bắc,7.5,Missing value,Missing value,Missing value,Missing value
532,Đường Tôn Đản, Phường Hòa Thọ Tây, Quận Cẩm Lệ,2450000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,89.0,5.0,18.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
